ID	text	Class
1570	@USER كل سنه وانت طيب يا ڤولت يا ريت بقئ ماتش الاحد تشدو شويه فيه علشان احنا مش قادرين نستحمل اي حاجه بجد اعصابنا باظت	NOT_OFF
1571	RT @USER: يا هلال يا عشق الملايين يا هلال<LF>يا هلال يا رمز الذهب والسطارة<LF>،<LF>عوّدتنا تاقف مواقيف الأبطال<LF>وتمتّع الجمهور فنّ ومهارة<LF>،<LF>ولو…	NOT_OFF
1572	يا سامح يا شكري اخبار خيارات وإرادة الشعب المصري الحرة اي اخبرها؟ #اطمن_انت_مش_لوحدك URL	NOT_OFF
1573	RT @USER: يا راس العز يا تاج الفخر والحق يا سلمان🇸🇦<LF>لكم سيرة بدرب الخير، والتاريخ يحكيها🇸🇦<LF>مليك ثبت بأعلى الطوايل للعدل ميزان🇸🇦<LF>وهي س…	NOT_OFF
1574	تابع ادعووقل :يا حي يا قيوم يا أحد يا صمد ياوتر يانافع يا مالك الملك يا ذا الجلال والإكرام ياجامع يا هادي يا رشيد يا رحيم يا غفور. +دعاء الكرب. لا اله الا الله العظيم الحليم لا إله إلا الله رب العرش العظيم لا إله إلا الله رب السموات ورب الأرض ورب العرش الكريم. ص . البخاري.	NOT_OFF
1575	@USER شاطر تتفاخر بالعرب انتم شو سويتوا للعرب غير السمعة السيئة انت اصلن عار على العرب يا حثالة يا متخلفين يا رعيان يا شعب الكبسة شاطرين بيع بترول واصرفوا على العالم لو فيكم خير على المصاري الي عندكم كان حكمتم العالم السعودية تخلف وفقر وقمع بتجيبوا 	OFF
1576	RT @USER: الظاهر انا لما غنيت لفي بينا يا دنيا، دوخينا يا دنيا كانت ساعة استجابة	NOT_OFF
1577	RT @USER: حفظك الرحمن يا فنان محمد اوليا يا نجم ⭐️⭐️⭐️⭐️ URL	NOT_OFF
1578	RT @USER: @USER @USER @USER @USER @USER متحمسين ع يا بتفكر يا بتحس<LF>أزمة ثقة بس تنحل أزمتي مع…	NOT_OFF
1579	القيناوية غاليين عليا اشرفها مية مية يا خلق يا اهوه<LF> طب ما الرهاينة عيني ع الرهانية <LF>اهل الرهاينة دول ناس جدعان<LF>المنياوية غالين عليا و المنيا دية عروس الصعيد<LF> بني سويفاية دول مية مية رجالة مجدع و قلب حديد<LF> لو من الوسطة مش عايز وسطة<LF> دولا ناس السطة و ايد ف الايد يا ابوي<LF> #الاهلي URL	NOT_OFF
1580	يا تاعبه كل الناس يا ام عبير <LF>والنعمه تعبتينى خالص😂😂😂	NOT_OFF
1581	انا فخور اني مولود في يوم زي يوم تأسيس النادي الاهلي 24/4 يا مجد البلد ديه يا نادي الوطنية	NOT_OFF
1582	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER يا مطبلين يا طبلةة روما ما جاء الا بعد طلعت مليون هشتاق عنه	OFF
1583	يا قلب يا محروم ، من فرحة الأيام	NOT_OFF
1584	"@USER نبكي أم نضحك يا بيك! يا عروبي يا مناضل يا ""خليفة"" كمال جنبلاط ! نبكي أم نضحك ؟ URL"	NOT_OFF
1585	@USER بالعكس إسرائيل بلد بتساعد المواهب وتنميها وتستفيد منها لان دي الإرادة السياسية يعني تقصد تقول ان سيات الريس ماعندوش إرادة لتنمية البحث العلمي ؟!<LF>والسلفيين مش معنيين بالخلايا الجزعية لكن الأطباء هم المعنيون يا دكتور يا دكتور يا دكتور سام	OFF
1586	يا الدي ام معلق يا مسحوب علي بس اتوقع الثانيه.	NOT_OFF
1587	RT @USER: كفايه يا عاشور وكفايه يا احمد يا فتحي شكرا #جدران_الاهلي_ليست_لمتخاذلين	NOT_OFF
1588	RT @USER: يا رب قلبي، يا رب قلبي، يا رب قلبي.	NOT_OFF
1589	@USER يا شباب و يا بنات و الله ام مهند ما ترد و انها متعبة في التعامل معها اهم شيء عندها أنكم تحولون لها 1500 نصف أتعابها عشين تعطيكم فقط الرقم و النصف الآخر بعد العقد ؛ خذي فلوس على اتعابك لكن بالمعقول و ردي على استفسارات الناس لا تتعبيهم.	NOT_OFF
1590	يا مساء الجمال يا روح روحي ونفس انفاسي ومهجة الفؤاد ❤️ URL	NOT_OFF
1591	يا رب مافي اسايمنت يا رب مافي اسايمنت يا رب مافي اسايمنت يا رب مافي اسايمنت يا رب مافي اسايمنت يا رب مافي اسايمنت يا رب مافي اسايمنت يا رب مافي اسايمنت يا رب مافي اسايمنت	NOT_OFF
1592	btw انا بقيت خالو النهارده ,, و يا خالو يا خالولي ... سيليا اخر اعضاء العائلة	NOT_OFF
1593	@USER حبيبى يا بودى وانت طيب يا حبيبى 💜💜💜	NOT_OFF
1594	RT @USER: بلادي يا زين البلدان يا جنات على حد الشوف<LF>يا أرض كريمة مضيافة وجملها ناطق بحروف<LF>ناسها نخوة و ظرافة وكرمهم شايع معروف<LF>اشحال يا…	NOT_OFF
1595	RT @USER: يا رب يا حنان يا منان يا قادر يا قدير<LF>أنصر الزمالك❤ على #حسنيه_اغادير <LF>وفرح يا رب جمهور الزمالك العظيم الكبير❤<LF>اللهم آم…	NOT_OFF
1596	املي حياتي عنيا يا أغلي مني يا أغلي مني عليا 💞💞💞	NOT_OFF
1597	في اخر فترة كدا قررت اخلي كلام ربنا قدامي في كل حاجه وخصوصا تعاملي مع الناس..ولقيت إنها حاجه مريحة جدا..اه برجع كتير متضايقه اني مردتش ع كلام ضايقني بكلام يضايق وهكذا بقا بس بحس انه لا انا ماعملش كدا انا مرتاحة اني ماردتش الكلام دا بكلام ليه نفس التأثير يا بسكُت يا برد بكلام كويس	NOT_OFF
1598	يا دى الخرا يا دى الخرا يا دى الخرا URL	OFF
1599	يا ستّي يا أحلى الناسِ<LF>دمّرونا بالسياسة<LF>تفرّقنا وتقسّمنا<LF>كلّه علشان الكراسي<LF>غانتس والدحيّة 😌 URL	NOT_OFF
1600	نيالكم أهلي ينادوكم يا هلا فيكم يا هلا بِزوار أبا عَبدالله 😭😭😭🙏🏻💕💕.	NOT_OFF
1601	- و عن شعور أنغام لما قالت :<LF>حتى لو تحب ثاني بشارك من يحبك فيك هي واحدة من الثنتين خيرك الله بين أمرين يا تترك عشاني ذاك يا أما تنقسم نصين.	NOT_OFF
1602	رافضك يا زماني يا أواني يامكاني<LF>أنا عايز أعيش في كوكب تاااااااااااني	NOT_OFF
1603	@USER اسمع يا بهيم اسمع يا وزير الاعلام يا ........ URL	OFF
1604	"RT @USER: ""يا بديع السماوات ، يا جاعل الظلمات ، يا راحم العبرات ، يا مقيل العثرات ، يا ساتر العورات ، يا محيي الأموات ، يا منزل…"	NOT_OFF
1605	RT @USER: حلمك يا عمر يا لطفي حقيقة مش خيال <LF>#دام_الثبات_اهلي_البطولات	NOT_OFF
1606	RT @USER: دعواتكوا يا زملكويه يا مخلصين وتحيا مصر	NOT_OFF
1607	ما يا صيف يا شتا .. إنما الجو الانتقالي دا بيبقى تعب وعيا وقرف وجيوب انفية والتهاب إذن وسطى وحقيقي اقذر فترة بالنسبة ليا في السنة كلها ...	NOT_OFF
1608	RT @USER: حبيبي والله يا صاحبي ربنا يخليك يا ذوق شكراً جداً 💖💖💖💖💖💖💖 URL	NOT_OFF
1609	يا تلعب برجولة يا تبقا فى سنه أولى	NOT_OFF
1610	يا سكاكر السكر يا مسكر<LF>يا حلاوة مشبك معقودة ❤️🎶	NOT_OFF
1611	@USER يا مطولك يا روح إذا مره كاسرين خاطرك هالعوانس ساعد الشباب ع الزواج وبعدين خير بتخطب وبنفس الوقت تراني بتزوج عليك بجاحه ترا مين الغبيه الي بتوافق ع هالشي	NOT_OFF
1612	يا فارِجَ الْهَمِّ يا كاشِفَ الْغَمِّ ، يا الله 🕊💔..	NOT_OFF
1613	يا كل أصدقائي يا شمسي الظاهرة على وجهي.	NOT_OFF
1614	يا رب يفوز الاتحاد يا رب يا رب URL	NOT_OFF
1615	@USER والله يا خالد الاحتياط ما يملون العين <LF>والأمر الثاني عامل السرعة يفرق <LF>الاتحاد داخل المبارة يا موت يا حياة<LF>العتب على الخطة الي لعب فيها من بداية المبارة كان لازم يغيرها تماما في ظل غياب مرابط <LF>الجمعية مع احترامي له مو لاعب تتكل 	NOT_OFF
1616	RT @USER: يا رب متجعلنيش أبدًا من مدعيين المثالية أو مش مدركة إني عندي double standards، يا رب. يا رب. عدم الإدراك دا أسوأ المراحل بجد.	NOT_OFF
1617	@USER 😂😂😂شوف الناس اللى عندها حلول وكلامها مقنع <LF>الله عليكى يا اية يا فخر تويتر 😂😂	NOT_OFF
1618	@USER الله يبارك فيك يا شهم يا اصيل وياكريم إبن الكرام	NOT_OFF
1619	يا حلم الايام الشداد يا حلم الايام الليان<LF>ابطيت اقول الله كريم ابطيت والكلمه عسى URL	NOT_OFF
1620	يا حلوة العينين يا نجمتي الحلوه❤️.	NOT_OFF
1621	@USER بس يا احمد يا شهاب يا زنو😂😂	NOT_OFF
1622	RT @USER: فينك يا سيد يا مشاغب والفرحة تكمل	NOT_OFF
1623	يا قُدسُ، يا مدينة تفوح أنبياء يا أقصر الدروبِ بين الأرضِ والسّماء يا قدسُ، يا منارةَ الشّرائع يا طفلةً جميلةً محروقةَ الأصابع حزينةٌ عيناكِ، يا مدينةَ البتول يا واحةً ظليلةً مرَّ بها الرسول حزينةٌ حجارةُ الشوارع حزينةٌ مآذنُ الجوامع<LF>#منبر_فلسطين	NOT_OFF
1624	@USER @USER إحنا أتباع إيران يا آل سلول يا نسل اليهود	OFF
1625	الإنتظار الحلو إنتظار أحب التواريخ لقلبي باقي يومين وتكبرين سنة وبتكبر الصدفة اللي علمتني إن حظي عظيم كلها يومين وتكبر حلوتي منتظرة ميلادك يا صاحبة القلب اللطيف يا أجمل من قرّب ميلاده💜💜. @USER	NOT_OFF
1626	@USER يا رجال كل زق يا ملك الزق 😂	OFF
1627	RT @USER: يا عنب يا مشموش انا لما برمش بس شوفو قبالي قلبي بايدي بكموش😌<LF>-الفنانة القديرة ليال عبود	NOT_OFF
1628	@USER يا مجدى يا لئيم عاوزنا نصعدوا علشان ننتبه فى افريقيا وتاخدوا الدورى 😂	NOT_OFF
1629	RT @USER: يا امه محمد يا اهل الخير يا امه محمد ابوس رجلكم ابوس حفى رجلكم ابني يتوجع ابني ينزف ابني عنده سرطان في الدماغ وغدد عنق…	NOT_OFF
1630	RT @USER: الحاجه اللي أحبها يا تبقي ليا لوَحدي، يا إما تغُور..	NOT_OFF
1631	@USER امشي يا متخلف يا إرهابي يا زامل يا متاع تورابورا يا بوفتا يا بغل	OFF
1632	@USER يا أول مواعيدي و يا اخر مواعيدي	NOT_OFF
1633	ما هو المنطق؟<LF>لما الشرطة تقبض على واحد وتضربه على دماغة يوقع ما يحطش منطق <LF>مش كده يا شعب يا جاهل يا متخلف يا مريض يا جبان	OFF
1634	@USER يا ساتر يا رب يا فخامه	NOT_OFF
1635	ياخ الميتين ديل جابو لينا ديبرشن عديل كل ما نحتفل يجو يبلونا بعدو بي يوم لكن عليبلطلاق يا نحن يا هم في البلد ديا<LF>#اعتصام_القيادة_العامة	NOT_OFF
1636	واليوم وصلت بيننا مثل الاجناب = ذاك الغلا يا ضيعته يا سفابه<LF>باكر الا جينا لهم مثل الاغراب = من عقب ما كنا الاهل والقرابه<LF>الامر لله كل شي له اسباب = والا الهوى وش لي على هج بابه	NOT_OFF
1637	يا عيونها يا عذابي يا سهادي و اغترابي):.	NOT_OFF
1638	يا فرج يا عامر يا معيرص 😒 URL	OFF
1639	@USER @USER @USER هههههههههههههههههههههه يا طحلبي يا صغير جدة يا جاهل شوف بطولات الاتحاد قبل 1417 URL	OFF
1640	@USER ربنا يسعدك ويفرح قلبك يا بومه يا بنت ....<LF>هى ماما اسمها ايه ؟؟؟؟	NOT_OFF
1641	RT @USER: لا البشير خُلّد , و لابوتفليقة دام حكمه , و هكذا أمرك يا سلمان و يا محمد و يا تميم ,وياآل زايد،عودوا إلى ربكم و كفوا عن الركو…	NOT_OFF
1642	@USER مين السيسي ؟؟؟ خليه يسيطر علي شعبه اول شي بعدين يجي يفتي،، الفتاوى ما بتمشي علينا، <LF>خليك في حماية اسرائيل وحماية السفارة الاسرائيلية ،، احنا كبار عليك يا بلحة،، يا بتاع الفلاتر انت..	OFF
1643	يا قليل الحكـي يا سارق كل تفكيري💙	NOT_OFF
1644	يا رب يا رب يا رب يا رب<LF>يا رب يا رب يا رب يا رب<LF>يا رب يا رب يا رب يا رب<LF>يا رب يا رب يا رب يا رب	NOT_OFF
1645	يا أيها المَهديُّ يا بنَ محمدٍ يا مَنْ بنَهجِكَ سُؤْلُنا يتَحقَّقُ<LF>بكَ نستغيثُ فقد سَئِمْنا فُرقَةً نرجُو الوِفاقَ ومَنْ سِواكَ يُوَفِّقُ	NOT_OFF
1646	@USER @USER @USER عيب يا عثمانه يا كسلانه يا عبيطه يا باندا هههههههههههههههههه	OFF
1647	@USER تصوير وزقه التصويت وغرضها على النت دى قضيه يا محامى يا بتاع القانون <LF>ولا حتقول حسابى اتسرق 😂😂😂<LF>و ايه اللى انت لابسه ده انت لسه شغال قهوجى ؟؟؟ 🤔	OFF
1648	يا تكون المأوى يا العاصفة، ما يصير تكون الإثنين.	NOT_OFF
1649	يه يه يه يه يا فخرنا يا اللي ينشد فيج الظهر URL	NOT_OFF
1650	@USER خلاص جبرت على كدا 🙇🏻‍♀️🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 <LF>يللا يا أدهم يا صاحبي نمشي من هنا 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 <LF>@USER	NOT_OFF
1651	يا سهر بتشرين يا ذهب الغالي♥️ URL	NOT_OFF
1652	فيه تعبير أمريكى بيقول:(Turn your worries into prayers)يعنى حول قلقك وشكوتك إلى دعاء.. ماتشتكيش لـ الخلق لكن لـ رب الخلق. دايماً الحل فى الدعاء، ومفيش دعاء مفيش بعده جبر.. رد ربنا على دعائنا بيكون حاجة من تلاتة: يا إستجابة.. يا إستجابة بس مش دلوقت يا بديل أفضل من اللى إنت عايزه	NOT_OFF
1653	RT @USER: #الفيفا_يرد_احتجاج_الهلال_صحيح<LF>لو تكلمون ترامب الدوري نصراوي غصبًا عنكم يا زلايب يا صغير الرياض URL	OFF
1654	يا غنام يا عفن يوم جاء وقت الحسم تجي ورعنتك ورعونتك	OFF
1655	صبَاح الخير يا مالي عُمري رضا يا شبيه الورد يا مَعنى الحياة🕊💛.	NOT_OFF
1656	RT @USER: @USER اخويا زوز حبيبي ❤️💛وانت طيب يا قلبي ربنا يخليك يا حبيبي 💚❤️💙	NOT_OFF
1657	صوري وانا صغيرة كلها يا ابكي يا زعلانه يا معصبه حسبي الله على من كان السبب كرهوني بحياتي منذ الصغر	NOT_OFF
1658	@USER الله يرحمها و يغفر لها عظم الله اجركم يا سمو الامير يا ابو فيصل.	NOT_OFF
1659	RT @USER: #أخدود_الهزيم <LF>عسى يا رب بالرحمه العميمه، تعم البلاد بالخير وغيث طيب<LF>ينبت الزرع ويدر الضرع يا رب يا رب يا رب<LF>#تصويري <LF>@…	NOT_OFF
1660	RT @USER: @USER يا عطرالشّوق، يا شهد وذوق، يا نور الشّمس، يا صوت الهمس، يسعد صباحك.<LF>اي غير اني ما احجي URL	NOT_OFF
1661	دقيقتين .. 😂😂😂<LF>يا حكم يا ابن المرة يا مستفز يا حيوان	OFF
1662	@USER @USER @USER @USER قلوب المصريين؟ اتكلم عن نفسك يا روح الروح يا صاحب اكبر عدد ميداليات في اوليمبياد التعريض	OFF
1663	RT @USER: جيتك سحايب غيث جيتك هماليل<LF>يا غايتي .. يا منيتي ... يا ودادي	NOT_OFF
1664	@USER عقبال مائة سنة يا طيب الذكر يا زعيم الاهلاوووووووووية	NOT_OFF
1665	"@USER @USER @USER تقول "" يا إمعة ؟؟ "" اقطع واخس !!!<LF>قبحك الله يانذل يا منحط يا سافل يا كلب يا جحش يا أقذر من جرذ ياكاذب ..!؟"	OFF
1666	يا لُغة يا بليغة يا جميلة يا سمراء	NOT_OFF
1667	It seems like 👇<LF>تاني يا زكي يا تافه .. رحتلهم تاني عشان يضربوك وياخدوا هدومك تاني 😂😂😂 URL	NOT_OFF
1668	@USER يا سلام علي التواضع يا فخر العرب 😁	NOT_OFF
1669	يا نااس يا عشمانين في اللقا ، بطلو مخدرات بقا 😂😂	NOT_OFF
1670	هههههههههههههه <LF>اخرجوو يا حمير يا صغار ايطالي<LF>#يوفنتوس_أياكس	OFF
1671	هدووا القدساوي هدووه ..<LF> لو فيه خير ما دبووووووه ..<LF> يا ليله دانه ... يا ليله دانه	NOT_OFF
1672	RT @USER: باختصار..<LF>يا ضياء الشمس يا رايه لبلادي<LF>يا بطل انت البطل<LF>انت حب الروح يا تاج النوادي<LF>وبالمثل مالك مثل<LF>يا حبنا … يا عشقنا…	NOT_OFF
1673	RT @USER: الناس اللي بتفضل تقول يا رب اموت يا رب اموت😢<LF>يقول الرسول صلى الله عليه وسلم ( لا يَتَمَنَّيِنَّ أَحَدُكُمُ الموتَ لٍضُ…	NOT_OFF
1674	بدري يا خرى يا إيطالي والله يلعن ايطاليا ولاعبينها و مدربينها	OFF
1675	RT @USER: @USER يا مصور يا بطل 🤩🤩♥️ احد الأشياء اللي احبها اني اتفرج time lapse واشوف الشي يكمل مع الوقت 😻وحقيقي براڤو براڤ…	NOT_OFF
1676	يا غايتي يا أحلامي الورديه 💗	NOT_OFF
1677	يا القبال السمح يا مملوح يا بهجة سماي ..	NOT_OFF
1678	يا ستير يا ستير <LF>إن شاء الله الطباخ السوداني مصارله شي URL	NOT_OFF
1679	@USER بموت يعني صح مالي دخل بس أحس اللي يسوي كذا حركة بايخة والله ماله داعي يا كامل يا ولا شي ويت برسلش فالواتس أحسن.	NOT_OFF
1680	@USER هو السؤال يا منصف يا عادل كرة محمود علاء التى عرقل فبها المهاجم وهو منفرد الا يستحق الانذار التانى والطرد<LF>الكره هل عدت الخط ولا لا	NOT_OFF
1681	RT @USER: موسم صفري يليق بعمل ادارتك في الشتوية لعنة الله عليك وعلى من جابك تترأس الاهلي يا رمه يا بكايه يا فاشل @USER	OFF
1682	يا سااتررررر يا سااتررررر يا سااتررررر يا سااتررررر يا سااتررررر	NOT_OFF
1683	RT @USER: ارحمنا يا رب ارحمنا يا رب ارحمنا يا رب URL	NOT_OFF
1684	@USER @USER الهزيمة هي حليف أسير التشاد أيها العرب المتصهينة <LF>غور يا قواد يا جامي يا مدخلي ،، يا يهود القبلة ،، الشعوب تعلنكم من المحيط إلى الخليج برا و بحرا و جوا <LF>قطر و تركيا أرجل و أطهر منكم يا خونة يا مخانيث الصهاينة يا دافعي الجزية 	OFF
1685	#طرابلس #ليبيا #السعودية <LF>على الباغي تدور الدوائر يا آل سعود يا أعداء الحرية .. URL	OFF
1686	@USER @USER يا اهل قطر يا حيف والله ما تردون علينا افا	NOT_OFF
1687	عساني حي وأحضر كل أعيادك وأهديك الورد ينتهي ميلادك لاكن ماينتهي غلاك بقلبي طول العمر ماينتهي ميلادك أنا فيه موعود يا أغلى دروبي يا دنيتي و الكون ونجومه على حبك شهود كِل مجره تعرف إني أبحتفل بميلادك ولو طالت بينا المسافه أنا من لي غيرك يستاهل تضحياتي ياغناتي - @USER	NOT_OFF
1688	ها قوليلي يااسراء<LF>هنتجوز امتى<LF>ماهو مش هنعيش عازبون في هذا الزمن الخالي من الزتون — يا حول الله يا رب URL	NOT_OFF
1689	@USER ربنا يسعدك يا شذى يا رب ألف مبروك💜	NOT_OFF
1690	@USER يا ختى يا ختى يا ختى بصوت عبلة كامل هههه	NOT_OFF
1691	مبيهزرش دة يا يونج يا مغفل الغلطة بجون	OFF
1692	@USER @USER دامه يفهم جاك يا منيوك يا مخنث يا قحبه	OFF
1693	@USER السلام عليك يا سيدي ومولا يا أبا عبد الله الحسين	NOT_OFF
1694	@USER @USER @USER @USER مبروك يا فادي يا حبيبي 😒 URL	NOT_OFF
1695	@USER يا اغلى الحبايب يا سكر و دايب😂😂😂	NOT_OFF
1696	تستاهل يا أبو أحمد يا مشرّفنا في كل حتّة URL	NOT_OFF
1697	RT @USER: محمد خيري .. يا عمر عمر عمري انت <LF>يا روح روح روحي<LF>دخيل قلبك يا ابن بلدي يا ابن حلب العظيمة <LF>ريتني موت فداك و فدا صوتك ❤❤❤…	NOT_OFF
1698	RT @USER: @USER يا هلا يا بو بداح يا صباح الخيرات يا الغالي 💐	NOT_OFF
1699	واراقب الدرب الذي قد منه رحت....<LF>لكي أصدق كيف باعتني ضلوعك،كيف ظلك يختفي،حتى أصدق انني ما عدت شيئا فيك يا زمن ابتهاج القلب يا فرح الدموع 🌑	NOT_OFF
1700	@USER يا رب يا شوشو يا جميلة 💕💕	NOT_OFF
1701	#قروب_المشتاقون_للجنه<LF>#عبدالرحمن_الخشتي<LF>اللهم رضاك و عفوك وغفرانك و رحماتك و رضوانك و اعالي جناتك لجميع احبابنا الذين فارقونا للقبور واجعلهم من الغر المححلين الواردين للحوض المورود الشاربين منه يا عفو يا غفور يا رحيم يا تواب يا لطيف يا رؤوف يا حليم يا ذو الفضل العظيم اللهم امين URL	NOT_OFF
1702	@USER @USER الله عليك يا معالي الوزير يا فخر العرب	NOT_OFF
1703	@USER @USER ننتظركم يا فخر القصيم يا متعة الدوري	NOT_OFF
1704	@USER ولك انامش عارف من وين بدي ابدأ يا أحقر وأوسخ خلق الله... ولك أنت لو انك رجل من ظهر رجل يا مسخ يا عبد عند ابن الكلب والكلب ابن الخنزير والخنزير حاكمك اللي لحس قفى ترامب وترامب هزأه بكل مرة بطلع بحكي فيه... ولكوا انتوا حثالة المجتمع العربي ولكوا	OFF
1705	"@USER @USER @USER @USER @USER @USER @USER @USER @USER "" يا أحسن الناسِ، يا من لا أبوحُ بهِ "" ♥️♥️😔"	NOT_OFF
1706	كومان قرر يلعب لوحده اهه يا متخاذل يا نص كم @USER	OFF
1707	@USER يا بعدي والله يا احلى من تعرفت عليه ♥️♥️	NOT_OFF
1708	@USER نقصاك والله يا نجم مصر يا عّم الناس ♥️يا احلي حاجه حصلت في الكوره	NOT_OFF
1709	اللهم لا تحرمنا ونحن ندعوك ولا تخيبنا ونحن نرجوك اللهم يا فارج الهم ويا كاشف الغم يا مجيب دعوة المضطرين يا رحمن الدنيا يا رحيم الآخرة أرحمنا برحمتك اللهم لك أسلمنا وبك آمنا وعليك توكلنا فاغفر لنا ما قدمنا وما أخرنا وما أسررنا وما أعلنا وأنت المقدم وأنت المؤخر لا إله الا انت.	NOT_OFF
1710	"RT @USER: ""يا حنانًا لا يقسى، يا ذاكرًا لا ينسى، يا واحدًا لا يُثنّى، يا نورًا لا ينطفئ، يا لُطفًا لا ينفد، ويا ودًّا لاينقطع ، فيك…"	NOT_OFF
1711	يا خلي يا مرتاح ليتك تواسيني <LF>لا تنوي المرواح ..<LF>ملامحي جروح وش منك يشفيني<LF>خذني بقايا جروح ..<LF>أرجوك داويني<LF>لا تروح الروح..	NOT_OFF
1712	حياة حواديت يا روحت يا جيت ؛ وشر وخير وبينهم خيط	NOT_OFF
1713	@USER @USER الله عليك يا امح يا كبير<LF>الله ينور عليك	NOT_OFF
1714	@USER @USER الماركسية لا تتلاعب بكس امك ولا ظراط كله تخريف وتفاهة سفك الدماء تلك حطها بطيزك انت لا تعرف شي اذا انطم وتعال مص زبي وانت ساكت يا مخنث وبعدين روح نيك نفسك بالزب الصناعي يا مفلس يا جاهل مركب يا بهيمه وردودك التافه هذه اكتبها في ورق	OFF
1715	@USER المهم رتبها نحضرها يا عندك يا عند اخوك @USER 😂😂😂😂😂	NOT_OFF
1716	@USER @USER يا صُدفة عمري الحلوه يا حُلو يوم صرتي في اختي قبل صاحبتي😩💛💛💛💛	NOT_OFF
1717	يا ام السعد يا ام الزفت اعدلي الحصان	OFF
1718	@USER يا لطيف يا لطيف يا لطيف يا لطيف	NOT_OFF
1719	RT @USER: أبي اعرف ليش كل الأغاني عن<LF>( الحب و الفراق و الحزن )<LF>يعني ليش مافي عن الأكل !<LF>انادي يا گبسہ يا بيبسي يا شطہ يا حلا<LF>على بالي…	NOT_OFF
1720	اضحك واجامل ولا انا حزني دفيّن <LF>عـز الله ان النفس ماهي طايّبه <LF>.<LF>يا نفسي يا اللي في انتظار الغايبّين <LF>توبـي ترا الايام . . ماهي تايبّه	NOT_OFF
1721	ترا كلنا نعرف ان المرض مو عذر على حقدك و عنصريتك و اذيتك للناس!! انت عكست تربيتك و ثقافتك يا مؤذي يا حقود يا عنصري URL	OFF
1722	يا رب ما انجلد يا رب ما انجلد يا رب ما انجلد يا رب ما انجلد يا رب ما انجلد يا رب ما انجلد يا رب ما انجلد يا رب ما انجلد يا رب ما انجلد يا رب ما انجلد يا رب ما انجلد يا رب ما انجلد يا رب ما انجلد يا رب ما انجلد يا رب ما انجلد يا رب ما انجلد يا رب ما انجلد يا رب ما انجلد .	NOT_OFF
1723	@USER @USER «وعن أنس - رضي الله عنه - أن أناساً قالوا: يا رسول الله، يا خيرنا وابن خيرنا، وسيدنا وابن سيدنا: فقال: «يا أيها الناس، قولوا بقولكم أو بعض قولكم ولا يستهوينكم الشيطان، أنا: محمد عبدالله ورسوله، ما أحب أن ترفعوني فوق منزلتي	NOT_OFF
1724	علي يا علي <LF>اتدلع يا علي ⁦❤️⁩	NOT_OFF
1725	صلى اللهُ عليكَ يا مالك رقّي ويا وليّ أمري يا من ذلّ كل شيء لك يا صاحب الزمان يا مهدي آل محمد <LF>#يامهدي	NOT_OFF
1726	RT @USER: يا خالد السعودي يا ابن الشرموطه دلال يلي من بلاد الدب الداشر ابو منشار المجرم الإرهابي يا خادم وعبد الشراميط والعاهرات المعف…	OFF
1727	RT @USER: يبحثون عن شرفهم وشرفها في غشاء بكارة بعد أن يذلونها أشد إذلال بهذة الولادة المستعسرة من فرج الإسمنت ، يا الله يا كمية الرعب وال…	OFF
1728	RT @USER: الله يطول بعمرهم تيضلوا جالطينك وقاطعة الكزاناكس من السوق <LF>آمين يا رب يا أرحم الراحمين 🤣 URL	NOT_OFF
1729	@USER ياواد يا حبيب يا أنتَ 😂😂😂😂مغرم صبابة!!!!.	NOT_OFF
1730	الوراثة عند الأجانب تكون بالعيون أو بالملامح لكن عندنا يا سكر يا ضغط يا صلعه	NOT_OFF
1731	يا إما بتحبّني لوحدي يا إما ماتحبّنيش خاااالص.	NOT_OFF
1732	RT @USER: #يااااافع_تحتضن_إبنها_البار✌✌✌<LF>الرئيس القائد أبو القاسم عيدروس الزبيدي ،، سجل يا تاريخ وأكتب يا قلم إنها يافع العز والشموخ…	NOT_OFF
1733	@USER يا خساره عليكى يا مصر <LF>بعد ما كان بينضرب بيكى المثل ف التقدم والحضاره بقت الدول خايفه توصل للى وصلنا ليه <LF>#اطمن_انت_مش_لوحدك	NOT_OFF
1734	كده يا هالزي يا بنتي تفرجيني علي فيديو كامل للعيال دي و في الآخر الاقيكي مقولتيش غير اوماماماي؟ :( URL	NOT_OFF
1735	RT @USER: أوف يا لطيف يا ساتر قويه من يكون هذا النادي أتمنى التشهير به حتى يكون عبرة للآخرين<LF>ولا يكون هناك تكتم على الموضوع حتى نهاية ا…	NOT_OFF
1736	@USER صباح النور يا نور قلبي يا هلالي ازرق	NOT_OFF
1737	منتظرة ميلادج يا صاحبة القلب اللطيف, يا أجمل من قرّب ميلادها،يالي قرب ميلادج يا صُدفة أختلفت عن باقي الصُدف، يا نعمةجتني من سابع سّماء،يا أجمَل اقدارالعمر واقداري ، يا نعمه مدري كيف اشكرها،ياللي من عرفتج ماندمت اني عرفتج ارجع اشكر كل لحظه فيج جمعتني🧡<LF>@USER	NOT_OFF
