id	text	class_label	predicted_class_label
1346	USERIDX USERIDX صيح علج مسيلمه الاناضول الكذاب	OFF	OFF
1347	USERIDX USERIDX USERIDX اي مجرم ومقطع اربع شفتها بهالمنظر اتبع الشريعه مسلمين بتوع الدين وجيب شهودك شغل الجاهليه يمشي روح اسبابها اذا سوت هالشي يمكن اللي موصاحي بالع بلاوي وجا يبتلي الناس قانون نمش	NOT_OFF	NOT_OFF
1348	USERIDX زنبنا ايه تيتو عنتيل يلي واحشني والله😹💔	NOT_OFF	NOT_OFF
1349	واكنفه تحت ظلك الظليل كريم جميل ارحم الراحمين	NOT_OFF	NOT_OFF
1350	اللهم ادخلني حصنك حصن اله الا الله وارزقني بكرمك وجودك وفضلك واحسانك ومنك وحنانك وقدرتك عاطي وهاب بمدد داءم يحصي بعدد مدد احتاج بعده لاحد يقدر علي بفضله احد بسر الله احد وببركه الصلاه علي الحبيب المصطفي بلغ الدرجات العلي و منزله يصل اليه احد URL	NOT_OFF	NOT_OFF
1351	يقول الشاعر بنت الي ورا البراحه تزقين	NOT_OFF	NOT_OFF
1352	USERIDX نهار ابيض ميرسي زوزا حلوه 😍😍	NOT_OFF	NOT_OFF
1353	USERIDX اقوال الشهيد عبدالعزيز الرنتيسي سننتصر بوش سننتصر شارون وستعلمون غدا باذن الله فكتاءب القسام ستزلزلكم ف	NOT_OFF	NOT_OFF
1354	USERIDX التويته بجد فشيخه وجابت الخلاص انتا حسن حاجه اتنين بتشتغلنا بتشتغلنا اثبتلنا علي حاجه عم تحب متحبش كدا اشتغلات 😂😂	OFF	NOT_OFF
1355	USERIDX USERIDX وانت لص متصهين تمثل المجتمع الكوردي	OFF	OFF
1356	USERIDX قول رب وانا اقول رب وانتم قولو رب	NOT_OFF	NOT_OFF
1357	افصح قيل رثاء النفس اه صغيره ع الهم لوزه	NOT_OFF	NOT_OFF
1358	USERIDX USERIDX هالله هالله بابا و سلام بابا سيدي منصور بابا 👏🏻👏🏻👏🏻👏🏻👏🏻 اضرببببببببب	NOT_OFF	NOT_OFF
1359	USERIDX امك بنت العرص بنت المره الوسخه	OFF	OFF
1360	عبدالله عبدالله عبدالله عبدالله 💃 URL	NOT_OFF	NOT_OFF
1361	USERIDX USERIDX يخليك ليا ارثر غالي انواع البقلاوه عشانك URL	NOT_OFF	NOT_OFF
1362	مجنني مجننهم معذبني معذبهم ميسي طيحهم ❤❤❤	NOT_OFF	NOT_OFF
1363	عشان تبقي تتكلم اووي سمولينغ ابن الجزمه ميسي ظبطك	OFF	OFF
1364	فوق موهوم ابن الموهومه URL	OFF	OFF
1365	USERIDX انت بتحب سيد حب ايه ام سيد انا عايز اكل المحشي استوي لسه ❤️ URL	NOT_OFF	NOT_OFF
1366	USERIDX نادر بينهم اغلاهم💗💕	NOT_OFF	NOT_OFF
1367	USERIDX شخصي المفضل حاجاتي❤️	NOT_OFF	NOT_OFF
1368	USERIDX الاستجواب فرصه لكشف النواب المتلونين ونواب الرابعه المتاجرين بالقضيه ونواب المواقف وغيرهميكفي كشف حساب حتي وان ينجح الاستجواب اما انت ناءبنا محمد هايف ابيض وجه	NOT_OFF	NOT_OFF
1369	USERIDX USERIDX سيبي البنت براحتها بنت انتي بت 🍦	NOT_OFF	NOT_OFF
1370	غني ميسي اضرب ميسي 😍😍😍الكبير كبير 😋😋	NOT_OFF	NOT_OFF
1371	USERIDX الدوري ابوسليم عظيييييم 💙😍❤️ URL	NOT_OFF	NOT_OFF
1372	انت لذوذ اوي انا لذوذ سهله رخيصه متاحه 😏	OFF	NOT_OFF
1373	USERIDX الله م حنان منان واسع الغفران ارحم فقيدتنا الغاليه بخيته بنت راشد المسافري و اغفر وعافها واعف	NOT_OFF	NOT_OFF
1374	كءيب ابن الكءيبه😂😂 URL	OFF	NOT_OFF
1375	USERIDX اللهم حنان منان واسع الغفران اغفر وارحمه وعافه واعف عنه و اكرم نزله ووسع مدخله اللهم كن الحبيب	NOT_OFF	NOT_OFF
1376	شباب الطفل ده ضايع موجود شارع المعرض بالقرب البيت المصري <NUM> يوسفريتويت جماعه جامع رقيب URL	NOT_OFF	NOT_OFF
1377	USERIDX ضي عيني بديل الضي	NOT_OFF	NOT_OFF
1378	يلا محمااا محروس يلااا URL	NOT_OFF	NOT_OFF
1379	سالفه تعاون كبير القصيم سكري افعلها فكونا خلكم فريقكم التعاون مهوب منتظركم تحمسونه عشان يوقف ند للهلال اذا الموضوع مزح وسخريه فخلاص حنا نهايه الموسم وقت الجد وقت توقف فريقك وتنسي البقيه واذا الموضوع جد فهذا تقليل فريقك نفسك قبل	NOT_OFF	OFF
1380	USERIDX USERIDX USERIDX ميشال صديقي حبيبي قلبي روحي الولمي عميشتغل بالقانون مش عمبفهم وين الجرم ووين الفساد شو القصه	NOT_OFF	NOT_OFF
1381	USERIDX رب استر رب الله ينجينا ويبعد التورش لايت عنا 😂😂😂😂 مثبت العقل والدين	NOT_OFF	NOT_OFF
1382	USERIDX الف مبروك اسطوره 💙💙💙💙 الف مبروك اسطورهالف مبروك اسطوره 💙💙💙💙 الف مبروك اسطوره	NOT_OFF	NOT_OFF
1383	USERIDX USERIDX اجل تاخذ منهم فلوس بالمليارات تهديد يعني الدفع الحبس هههههههه الهان عمر اشرف منك	OFF	NOT_OFF
1384	حزنك مسر 😭😭😂😂😂 URL	NOT_OFF	NOT_OFF
1385	طبعا الازمه الخليجيه <NUM> <NUM> جميع التهم للمعارضين والنسويات ولوكنت محايد و ماحطيت صوره ملكهم وولي عهده راح تجيك تهمه مثل عميل ايران عميل قطر اخونجي طبعا خلاص ماعاد تهم جديد مثل القاعده وداعش لنه دورهم انتهي	NOT_OFF	OFF
1386	هيامي غرامي مرامي💛	NOT_OFF	NOT_OFF
1387	USERIDX USERIDX كلنا يكره الحرب و المليشات طرابلس قامت بمجازر و حروب اجل الابتزاز و النهب و علي يطالب الخروج مجزره غرغور مثلا علي فكره مافيش شخص حمامه سلام يكره او يخاف الجيش الا اللي خايف حاجه دايره ياقاتل رقاب ا	NOT_OFF	OFF
1388	USERIDX معتلي لذووق تفووق الغيرفي ذمتي طلتك تشرح مزاجيانته صباااحي ومسساءي الحب والخير انت الرذاذ اللي يزيل العجاجي😚	NOT_OFF	NOT_OFF
1389	USERIDX USERIDX خلاص انا اما هتعدي قدامي هغنيلكبت نوسه نوسه شايله البسبوسه 🎎	NOT_OFF	NOT_OFF
1390	عسل توت تحبني تموت😴🤣♥️ URL	NOT_OFF	NOT_OFF
1391	<NUM> <NUM> كنداكه نصف المجتمع و مستقله بذاتك	NOT_OFF	NOT_OFF
1392	ميسر الامر قاضي الحاجات شارح الصدور و مفرج الهموم يسر امورنا و اقضي حواءجنا و اشرح صدورنا وفرج همومنا الله	NOT_OFF	NOT_OFF
1393	اللهم انت اعلم بذنوبنا وانت اعلم انفسنا اللهم جازنا بالاحسان احسانا وبالذنب عفوا وغفرانا اللهم برحمتك نستغيث اللهم اصلح شاننا كله رب برحمتك ارحم الراحمين وبفضلك الجلال والاكرام	NOT_OFF	NOT_OFF
1394	USERIDX USERIDX فايز فريج والله الفقراويه مالهم صاحب انا اتكلم اعلامه شوف الصرامي يسقط علي الاهلي معتوه تزنقه يعرف يكتب اسمه مو يحلل اغبي جمهور السعوديه جمهور الاغبياء	OFF	OFF
1395	يارب فرجك ودود ودود ودود العرش المجيد مبدء معيد فعال يريد اسالك بنور وجهك ملا اركان عرشك واسالك بقدرتك قدرت علي جميع خلقك واسالك برحمتك وسعت شيء اله الا انت مغيث اغثني برحمتك	NOT_OFF	NOT_OFF
1396	USERIDX USERIDX حاجه معاهم تجوز الا عدل الحكامالله يرحمك توفيق دقن قالها قبل يموت وكانه عارفهماحلي الشرف مفيش 😂😂😂	NOT_OFF	NOT_OFF
1397	عمر الاحساس كان بالاكثر والاقلالاحساس موجود مو موجود	NOT_OFF	NOT_OFF
1398	USERIDX 😂 😂 😂 هيعبر مامتك متقلقيش انتي حد يقدر يستغني عنك ايمي احلي قلب ♥	NOT_OFF	NOT_OFF
1399	انتخابات بن صالحما بني علي باطل فهو باطللا يغرنكم احد الحلول موجوده التعدي علي الدستور بقدره قادر اصبح نصا مقدسا والشعب مهمته رفع مطالبه وقد قام ومزال يقوم بالمهمه وليست مهمته ايجاد الحلول للازمه نخبه مثقفهصامدون سلميه سلميه يتنحاو ڨاع الحراك الشعبي	NOT_OFF	NOT_OFF
1400	USERIDX سنه وانت طيب زوما عالمي حريف معلم مصر الكوره الزملكاوي بتاعنا رءيس الجمهوريه بتاعنا 😂😂😂	NOT_OFF	NOT_OFF
1401	USERIDX بنت الغيم والقمر اخت الورد والازهار	NOT_OFF	NOT_OFF
1402	USERIDX <NUM> اليوم انتو يوتيوب تحسب راح نتراجع كلامنا ايش راح ترجعون مشاهده اذا تب	NOT_OFF	NOT_OFF
1403	حظي الحلو جبر القلب💤💙💙 URL	NOT_OFF	NOT_OFF
1404	الاصول محدش بيتعلمها تتربي عليها هتعيش عمرك كله تسمع عنها	NOT_OFF	NOT_OFF
1405	USERIDX الله علولو علولو علولو ❤💖❤💖❤💖❤💖❤💖❤	NOT_OFF	NOT_OFF
1406	USERIDX USERIDX USERIDX بصي ان كنتي بتستفزيني اعملك بلوك مش هعمل و ان كنت بتستفزيني اشتم السودان مش هيحصل مش حقق غرضك حقيره عميله ابقي خلي ابن موزه ينفعك الاخره لعن الله الفتنه ايقظها وش الخراب غراب الشوم	OFF	OFF
1407	شمعه العمر ضيه ومصباحهمليت صمت وهواجيس وظنون وهموبحر وعيون وسهر ونجوم سباحهواحساس يرجع ورا واحساس يتقدم	NOT_OFF	NOT_OFF
1408	USERIDX حبيبي احمد وانت طيب غالي	NOT_OFF	NOT_OFF
1409	ربنا يشفيك ويعافيك فرجاني ساسي حبيب عشاق كره القدم مصر والزملكويه بشكل خاص	NOT_OFF	NOT_OFF
1410	USERIDX زوز وانت طيب اخوو❤️ هيشو ضيعتي عم واللي كان كان😂😂	NOT_OFF	NOT_OFF
1411	USERIDX ساهم عتق ماجد المالكييا باغي الخير اقبل التبرعات وصلت اليوم مليون و <NUM> الف تكفون رجال تكفون مسلمين الفزعه	NOT_OFF	NOT_OFF
1412	USERIDX اتعلمي انتصار خايبه 😂 URL	OFF	NOT_OFF
1413	صديق العمر مصباحي الاخضر صدرا بكيت اعواما ولم يضجر	NOT_OFF	NOT_OFF
1414	الجري اقصي حاجه ممكن تاثر شويه مطره او مطالع عنيفه شويه مش اي مطالع العجل الموضوع مختلف تماما لازم تعرف اتجاه الرياح و سرعتها عقده عشان معاك ضدك و علي اساسه هتحدد تكنيكك علي العجله ازاي هتسوق ب aerodynamic mode الهوا وشك او نورمال معاك	NOT_OFF	NOT_OFF
1415	مياده اختيالجاتك ثورتك جهجهتك URL	NOT_OFF	NOT_OFF
1416	USERIDX استاذ خالد ريت حضرتك تقول ان انا حاحارب النظام لوحدي معا التيار المدني وحنسقطو وقول للاخوان والي بيحبوهم والسلفيه والي بيحبوهم ميشركوش حضرتك ثورتك والف مبروك للسيسي الخنزير ربنا ميحرمك العبط	OFF	NOT_OFF
1417	USERIDX يعني بوخالد اذا قلت لاحد باشا او ريس صار باشا او صار ريس وسع صدرك شيخ	NOT_OFF	NOT_OFF
1418	USERIDX USERIDX فيلم وخيي بيخش ساتر بسلاحه و بيطلع حي و اسري قتلي بلاد الوهم 🙂	NOT_OFF	NOT_OFF
1419	USERIDX ليتك تسكت احسن واترك الهلال عنك علي بالك تخدرهم خيخه متلون الحق علي بقايا النصر و حاول تستفيد مثل غيرك قبل ينتهي المليار وكل شي وتصير مثل معيد القريتين نصر نجح و اهلي فلح	OFF	NOT_OFF
1420	USERIDX انا ارجوك المولدتاتي روحي اللحددعاءي اليوم روحيوكل الدهر مهدي ونراك	NOT_OFF	NOT_OFF
1421	USERIDX USERIDX USERIDX قال جاي بلا عزيمه قليل القيمه	OFF	NOT_OFF
1422	اللهم يعيد للمريض صحته ويستجيب دعاء عباده الموحدين اسالك واحد احد فرد صمد يلد ولم يولد ولم يكن كفوا احد ان تلطف بجسد مسه الضر واتعبه المرض يرجو العافيه غيرك رب اشفني ووالدي واجمع الاجر والعافيه وجميع مرضي المسلمين	NOT_OFF	NOT_OFF
1423	اني سخيفه انه يضحك اهم شي يوم اشتكت زوجها هههههههههههههههههههههههههههههههههههههههههههههههههههه URL	NOT_OFF	OFF
1424	الله م لطفك فيمن احب الله م تريهم مكروها الله م اجمعني جنان الخلد كريم منان لطيف جبار ساعه استجابه	NOT_OFF	NOT_OFF
1425	سعاده خاطري الوجيهيا الذ الخمر والسهر يوم الخميس	NOT_OFF	NOT_OFF
1426	USERIDX مصنع <NUM> يافطه مدفعش يتخرب بيته لجان وتفتيش وطبعا غرامات الكل دفع طبعا خوف تطبيلانا دفعت تمن اليفط شاي	NOT_OFF	NOT_OFF
1427	USERIDX وليد بيك سمحلي قللك انو انتا بصمه بقلب انسان لبناني شريف اشرف الناس ابا تيمور	NOT_OFF	NOT_OFF
1428	اسمعو التضاحيك ماشاء الله حظها حظها حظهاااااااااااا URL	NOT_OFF	NOT_OFF
1429	USERIDX اه ولاد العرص ارهاب كره القدم يلعن دين فلوسكم	OFF	OFF
1430	USERIDX حبيييييييييييلك الفهدددددد 🐅🐅رجاااااال فهد اقسم بالله رجاااااااال 💛 الفهد اليوم نجم المباراه الاول بلا شك ت	NOT_OFF	NOT_OFF
1431	الهي رب حد يتعب دي بجد مش ممكن السيناريو مانشستر سيتي توتنهام MCITOT	NOT_OFF	NOT_OFF
1432	USERIDX نسجد لالامك سيدنا يسوع المسيح ملك السماء والارض الجمعه العظيمه	NOT_OFF	NOT_OFF
1433	ونسيت وقلبي مال يما بعيد اخذني الشوق وبكيت علي ذكري ايام احبها تروح بتعود وانسي عمري انسي قلبي وانسي روحي انسي	NOT_OFF	NOT_OFF
1434	يلوموني فيك ترمب اعظم رءيس امريكي بوش URL	NOT_OFF	NOT_OFF
1435	وانا سيد احساسي و غاليهفءادي خيل ساسه سوي وصلك♥️🎶	NOT_OFF	NOT_OFF
1436	ابوي حبيب و شيء مريض نفسي يبي يضحك العالم الحالتين يجوز الرجال اللي مثله و نوعيه الناس اللي اكرهم المجالس	NOT_OFF	NOT_OFF
1437	USERIDX صدقت صدقت صحيت كلك ذوووق انيق الكلمه والمعني يسعد صباحك ويسعد حياتك ويطوق بالهناء والسعاده قلبك يالغلا URL	NOT_OFF	NOT_OFF
1438	USERIDX USERIDX تحيا مصر السيسي 🇪🇬🇪🇬🇪🇬🇪🇬الشعب المصري كله علي قلب السيسي 😍😍بنحبك سيسي كمل ريس شعبك بيحبك ومكملين م	NOT_OFF	NOT_OFF
1439	اهلي نصف ربعي ياخديني مواني غربتي ياروح داري شموخي انكشافي دفيني علوي بقاءي انحداري بداياتي ماءي اكسجيني اندثاري اعتدالي ازدهاري بلاد حسي و قمه حنيني اختياري ياعشواء اختياري احبك ❤️	NOT_OFF	NOT_OFF
1440	USERIDX وانت طيب ابو مالك جدع 😘	NOT_OFF	NOT_OFF
1441	USERIDX حي قيوم وفقني كريم اكرمني رزاق ارزقني رحمن ارحمني الجلال والاكرام اسعدني	NOT_OFF	NOT_OFF
1442	اللهم انت الحي القيوم العلي العظيم الخالق الرازق المحيي المميت البديء البديع الكرم ولك المجد ولك المن ولك الجود ولك الامر وحدك شريك واحد احد صمد يلد و يولد ولم يكن كفوا احد	NOT_OFF	NOT_OFF
1443	USERIDX سنه وانت طيب هاكر كبير انت ❤️	NOT_OFF	NOT_OFF
1444	USERIDX كلوت العمر ابيض يلا زمالك السادسه هانت	OFF	NOT_OFF
1445	USERIDX يبقي ماده <NUM> هنتزنق يرياضه فيزيا ميكا برضو عشان هيبقي قبلها يومين بس😒😒	NOT_OFF	NOT_OFF
1446	USERIDX USERIDX عيييني امجاااد ان شاء الله ♥️♥️♥️☹️	NOT_OFF	NOT_OFF
1447	و انا ليش سوالفي خايسه اسولف هنقرستيشن	NOT_OFF	NOT_OFF
1448	USERIDX حبيبي حياتي عمريعاد المايسترو فعادت الروح	NOT_OFF	NOT_OFF
1449	سميع عليم ودود هادي جامع اجمعلي قلوب العباد ونورني بالعز والهيبه جلب الخطاب رد المطلقه جلب الحبيب فك السحر والشعوذه والامراض النفسيه علاج الضعف الجنسي ضعف الانتصاب وسرعه القذف URL	NOT_OFF	NOT_OFF
1450	USERIDX ناس بتدور ع حد يبهدلها ويسب عليها زي امثالك ولك كلب حمار غبي ابن ال توووووووووووت شو طبيعت عرضكم انتو ولكو بقررررررررررررررر اصحو الي بتتعاطو متخلفيين ترامب راح يخرب بيت امكم	OFF	OFF
1451	الصيف يجي😓 الشتاء يكمل 😍 جو اخصمك اه اسيبك ده مينفعش 😒	NOT_OFF	NOT_OFF
1452	USERIDX USERIDX انت تحترم نفسك الكلام متخلف انت تتناقش بادب تحط الجزمه بقك قله ادب ثوار و بيدافعوا الحق و الدين و اخلاقهم زباله	OFF	OFF
1453	USERIDX USERIDX غياث غياث جار جار جاري اللصيق ركني الوثيق ال	NOT_OFF	NOT_OFF
1454	USERIDX اكثر شيء احبه المسلسلات المصريه القديمه تحيتهم للناس بسعيده هوانم سعيده بهوات احسها تشرح القلب فعلا 🌧	NOT_OFF	NOT_OFF
1455	USERIDX كرم شرمت مودتنيش الاربع هعمل فخادك شاورما انا قولتلك اهه URL	OFF	NOT_OFF
1456	يكفي غياب وبعد منتهي ودي وقلبك ليته يشعر اشعربه🥀	NOT_OFF	NOT_OFF
1457	USERIDX مطر ماسح جفاف السنين راوي ارض الشجر والبساتين مطر ارحم غيرك الانين شي تسمع صوت حزين حتي الجبل دمعت	NOT_OFF	NOT_OFF
1458	عارف بومبا ايه الاقوي الوجع ايه تيمون صديقي تمثيلك انك راضي ده اقوي مليون مره وجعك بومبا URL	NOT_OFF	NOT_OFF
1459	مهو انا ارتبط ادخل ابعت هاي ممكن نتعرف☝	NOT_OFF	NOT_OFF
1460	نهار ازرق جدعان فرق السما والارض	NOT_OFF	NOT_OFF
1461	قولهم ي تريكه قولهم صخره قولهم عماد متعب قولهم شادي محمد قولهم احمد شوبير قولهم حسام غالي 😂😂😂😂 URL	NOT_OFF	NOT_OFF
1462	USERIDX ام ام جزمه ف حفله النهارده لزجزاج هنحضرها اعملي حسابك هنتقابل ف وسط الشغل 😎😎💗	OFF	NOT_OFF
1463	USERIDX ليه اخي حرام اخي 😂😂	NOT_OFF	NOT_OFF
1464	USERIDX USERIDX قلبي علينا حبيبتي يارب كريم شافي معافي اشفيها شفاء يغادر سقما اللهم بلغ حسمها النحيل الصحه والعافيه اميين يارب العالمين	NOT_OFF	NOT_OFF
1465	ايام ثقيله دم مري بسرعه واتركيني اعيش بسلام	NOT_OFF	NOT_OFF
1466	شاب عمره الف عاميا مسله مادنه برج حماميا الم رصاصاوزعه ملعونمبري اوي ومسنون رسمت ورده وبيت والب وعلمورسمت نفسككهل شايب حنون وجمجمه سواد العيون URL	NOT_OFF	OFF
1467	تزهم امك تقول يمه امي اوماماكل لغات العالم تنطق باسمك اميوتضم شفاها وتنادي اميماما يمه يمه ممتي مامي اميمنذ ولدت وحرف الميم تراقص بفميفيداعبني ويءانس قلبي الظلمفيشع النور بعيني وانطق امي URL	NOT_OFF	NOT_OFF
1468	USERIDX اللهم يطولك روحاللهم يطولك روحاللهم يطولك روحاللهم يطولك روحاللهم يطولك روحاللهم يطولك روحاللهم يطولك	NOT_OFF	NOT_OFF
1469	USERIDX سلام يامحمد بن زايد عز القووم 🇦🇪 URL	NOT_OFF	NOT_OFF
1470	احححتفلل نمر عمنا كبيرنا ❤️❤️❤️	NOT_OFF	NOT_OFF
1471	USERIDX USERIDX USERIDX USERIDX زيطوط راجل عليكن الشياتين مستهلكي الكاشير بعدما حطم الشعب صنمكم بوتفليقه	OFF	OFF
1472	USERIDX اللهم امين يارب العالمين اللهم اجبرنا جبرا يتعجب اهل الارض والسماء قادر مقتدر ياقدير🤲🤲يا رب اجعلنا <NUM> علي شيء قدير حسبنا الله سيءتينا الله فضله وانا الي ربنا راغبون وصل الله علي سيدنا محمد صل الله وسلم👰💍🥰♥️💏🎁	NOT_OFF	NOT_OFF
1473	اتفوخص علي ديك ابوكم ولاد المتناكه شراميط انجاس Kahraba said URL	OFF	OFF
1474	USERIDX تنفيذ توصيه كليات <NUM> عظيم الرجاء واسع العطاء اغفر لمن يملك الا الدعاء فانك فعال تشاء اسمه دواء و	NOT_OFF	NOT_OFF
1475	مليح الصبح صبحي انا💙	NOT_OFF	NOT_OFF
1476	ولد ولد عمر هشام	NOT_OFF	NOT_OFF
1477	USERIDX USERIDX USERIDX الله جمعه اصيل واحلي حاجه فيك انك مداخلتش فالسياسه واحتفظت بملايين المحبين ليك	NOT_OFF	NOT_OFF
1478	هالقدر القاسي زمن الماسيكيف بدي كمل مشواري ومحتاجه لرفيق URL	NOT_OFF	NOT_OFF
1479	تروح انا اروح ملناش قسمه لينا نصيب	NOT_OFF	NOT_OFF
1480	USERIDX رب انا وانتي حبيبتي 😍😘	NOT_OFF	NOT_OFF
1481	اه الهلال كثر همومك URL	NOT_OFF	NOT_OFF
1482	اشاره يديك الا نفيرنا الحرب سيدي نفيرك ولن يغشانا الليل فليل المءمنين فجر وصلاح فليلنا عباده ونهارنا عباده والسير خلفك سليل الاطهرين عباده فالطريق واحد تملاه الصعاب درب الشوكه درب الحسين ع لبيك حسين لبيك نصر الله URL	NOT_OFF	NOT_OFF
1483	USERIDX والله بيك ريت بتهتم بتاريخ وتراث الجبل عنا عقد بتهمك بيروت عنا كتير قصور ومباني اثريه بيقدر اي شخص فينا يضرب ضربي تتفركش او بدو يكون ميولو صافي للمختاره تا يمشي ويشتغل شوف شوفنا	NOT_OFF	OFF
1484	USERIDX USERIDX هب هبيت اردوغان عيون القطو حفظ الله الامارات شرك وغدرك	OFF	OFF
1485	بلاااااااادي احلي البلاد بلاااااادي URL	NOT_OFF	NOT_OFF
1486	USERIDX USERIDX USERIDX USERIDX حلالي مالي عالمنسف طلوا الخياله 😂😂😂	NOT_OFF	NOT_OFF
1487	USERIDX حاوي حاوي حاويواحشنا والله USERIDX	NOT_OFF	NOT_OFF
1488	USERIDX USERIDX ايه فازعه معنا عندك شي وشرايك عاد تبي تفزع التاق حقكم طواقي اصصصصص روح صيح وقول هلالالالالالالالالال ياهلالالالالالالالالالالالالال 😩😩😩😩😩😩😩😂😂😂😂😅😅😅 حرررررررررره مظغوطين مظغوطين جحافله والله جيتكم ايام ش	OFF	NOT_OFF
1489	كلم اسماعيل يوسف 😂😂 URL	NOT_OFF	NOT_OFF
1490	USERIDX ايه رايك ميكو راءع نعملهم ليموناده مادام مافيش ريموتناده مش واجب برضه😜	NOT_OFF	NOT_OFF
1491	USERIDX USERIDX اختي سيدتي تعلمي يحدث ليبيا تعلمين قبل العمليه العسكريه لمليشيات حفتر تدمر ليبيا وتقتل ابناءها اين كان قاءدها الارهابي حفتل قبل العمليه بيومين تعلمين دفعت بلادكله ليعم الفساد والدمار والقتل ليبيا بعدما	OFF	NOT_OFF
1492	و سيبني اعيش الناس مش فوق و احنا تحت بتنساني بنساك يابتخلي الناس تهواك URL	NOT_OFF	NOT_OFF
1493	USERIDX بقولك ايه اصطبح وقول صبح موحه مش ناقصين اوفر ثينكنج ع الصبح 😂😂	NOT_OFF	NOT_OFF
1494	USERIDX بعدك علي بالي قمر الحلوين زهر التشرين ذهب الغالي	NOT_OFF	NOT_OFF
1495	USERIDX USERIDX USERIDX تخرجين تتخرجين الفاهمه ام الشهاده انا اقول حطي شهادتج ب	NOT_OFF	NOT_OFF
1496	USERIDX USERIDX دجال مجرم مجرد تنحي الرءيس يعني صلاح الاحوالثورتهم فاشله مغيرها وستري	OFF	OFF
1497	اري اللحظات المطمءنه ❤	NOT_OFF	NOT_OFF
1498	USERIDX دعواتي الصادقه لتحقق تتمني حمزه محترم بالتوفيق حبيبي	NOT_OFF	NOT_OFF
1499	رعاك الله عالمي 💛 النصر الزوراء	NOT_OFF	NOT_OFF
1500	احححححبببببككك تاج راسي انت صلاح والله احبك احبك احبك	NOT_OFF	NOT_OFF
1501	USERIDX ياودود كريم جبار السماوات والارض هادي القلوب اهدي قلوبنا مغيث اغثنا مغيث اغثنا مغيث اغثنا الل	NOT_OFF	NOT_OFF
1502	تسحب الفله تكسر القله 💁 URL	NOT_OFF	NOT_OFF
1503	USERIDX صبرك ايوب صبرك ايوب صبرك ايوب	NOT_OFF	NOT_OFF
1504	USERIDX عم خلاص عم 😂💔	NOT_OFF	NOT_OFF
1505	USERIDX قلبي انتي هدي 😭الله يرفع قدرك و يعلي شانك و يرحم ابوك و يشفي امك يارب الشرف والله ❤️❤️❤️	NOT_OFF	NOT_OFF
1506	USERIDX غايه امال العارفين غياث المستغيثين حبيب قلوب الصادقين ويا اله العالمين دعاء كميل ✨	NOT_OFF	NOT_OFF
1507	USERIDX ايوا بقي دولي حرقاهم بطلنا الي يعطلنا⁦👍👍😂😂😂😂😂😂	NOT_OFF	NOT_OFF
1508	USERIDX سنه وانتي طيبه مشمش اطيب قلب واحلي بنوته عقبال الميه قمر 🎂🎁🎈🎊🎉🌹😍😍😍😍😍	NOT_OFF	NOT_OFF
1509	امي ملاكي حبي الباقي للابد	NOT_OFF	NOT_OFF
1510	معين الصابرين دليل المتقين	NOT_OFF	NOT_OFF
1511	نسوان جيران فضلا وليس امرا ربو ولادكم منيح نزار قباني	NOT_OFF	NOT_OFF
1512	USERIDX بشير صاحبي هات الحل كنا نعاني كانت الدوله هشه كانت البلطجيه تقفل الطرقات وتعتصم بشير اريد حريه التعبير اريد حريه المصير الي اين ساءرين	NOT_OFF	NOT_OFF
1513	USERIDX ياسطا النيت كينج عرص 😂ماهو جون سنو كاليسي ياما بقا كلهم يموتو وتروح انت ياشبح😂✋	OFF	NOT_OFF
1514	USERIDX اشراط الساعه ان تري الرعاه رءوس الناس وان تري الحفاه العراه رعاه الشاء يتباهون البنيان وان تلد الامه ربها وربتهالا تعقيب علي كلامي فانت تفهم اقول والاردن ارفع واجل امثالك حافي راعي زباله	OFF	OFF
1515	بنهايه ضحكني يوم قعد يعزز للاستاذ الله استاز الله فنان😂😂😂💙 URL	NOT_OFF	NOT_OFF
1516	USERIDX USERIDX لانه بلحظه ضعف قلتله قصمنجي نعله انه بلحظه قوه كان وطاك	OFF	NOT_OFF
1517	USERIDX ومرحبا بو 💕	NOT_OFF	NOT_OFF
1518	طول انت بره البيت حالتك النفسيه حاجتين مبسوط مش حاسس بحاجه	NOT_OFF	NOT_OFF
1519	USERIDX USERIDX رب يسعدك هند يومك سعيد باذن الله	NOT_OFF	NOT_OFF
1520	طبعا جيراننا متقاعدين وفاضين راحوا قالوا شيل كلبك اللي تركنا ننام الليالي اه سهر الليالي اه دايم ع بالي غني غني ع الطرقات	NOT_OFF	NOT_OFF
1521	سليل الزول باهي النظرتراني منك بهوا البيض مفتونموصوف خلي وسله سيفه خطربشفته يافهد سر مكنونفاتني غصن معسول الثمرغصن مرتوي الغصونروعه عيوني شلاله الشعرحسبتي ضاعت واللي يعدون	NOT_OFF	NOT_OFF
1522	USERIDX مره عابد قال نكته قولت بضاني بضاني بضاني بضاني بضاني بضاني بضاني	OFF	NOT_OFF
1523	جمالو جمالو تسقط اعتصام القياده العامه URL	NOT_OFF	NOT_OFF
1524	USERIDX USERIDX فءش رجوووووله سنه و انت طيب حبي ❤ ❤ويارب و عقبال يارب <NUM> سنه و بجد مبسوط فش	NOT_OFF	NOT_OFF
1525	USERIDX قمرا و نجوم اشهدياني معك منك و 🎻♥️ URL	NOT_OFF	NOT_OFF
1526	USERIDX سنه وانت طيب كريم رب تحقق اللي نفسك	NOT_OFF	NOT_OFF
1527	عالمي الثاني كلي انتماءي💙	NOT_OFF	NOT_OFF
